"lista","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","partner_number","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3"
"30ddbeb3e1213cd7b2dc751255248e073efe90f741f536f729c848b3879d03b6",10,5,10,25,4,5,"10",7,10,10,"46","71","5,7","f883a56de3b04b7ed0f0e02ac21ef66c6331e9d1fb6ce3a6001ae4a881ee82ea","La política de cuotas en las universidades públicas de Brasil intenta ser justa y dar más oportunidades educativas a grupos que han sido marginados por mucho tiempo. Sin embargo, esta política puede tener efectos mixtos en cómo los empleadores ven a estos estudiantes y en la discriminación contra las personas negras e indígenas durante el proceso de contratación.

Los empleadores podrían pensar que los estudiantes que entraron por cuotas no tuvieron que cumplir con los mismos estándares académicos difíciles que los demás, lo que podría ser visto de manera negativa. Esto puede actuar como una señalización negativa, ya que los empleadores podrían asumir que estos candidatos no atravesaron los mismos estándares académicos que la competencia para poder ser admitidos. Este prejuicio podría llevar a la conclusión de que estos estudiantes son menos calificados, sin importar sus habilidades y desempeño real.

Si los empleadores creen que los estudiantes de cuotas recibieron ventajas en su educación superior, podrían discriminar contra ellos, incluso si son buenos candidatos con muchas calificaciones. El contratante, al presentarse una persona que pertenece a uno de estos grupos, podría generar una discriminación negativa, concluyendo que su educación fue facilitada y no por sus propios méritos. Esto estaría aumentando aún más la discriminación a estos grupos fuera de su origen étnico.

La preferencia por candidatos de escuelas privadas y prestigiosas podría crecer, ya que los empleadores podrían pensar que los estudiantes de cuotas recibieron una educación de menor calidad. Esto podría llevar a una mayor discriminación y actitudes elitistas en la contratación hacia estos grupos, a pesar del objetivo positivo de la política de promover la igualdad. Los empleadores podrían preferir candidatos provenientes de un entorno educativo con mayores oportunidades, personas que no tuvieron la necesidad de acceder a cuotas.",64,0,5.3,6.5,5.7,NA,6.4,4.7,5.3,75.33834586
"83b05a09a998f28a1be0da301957d548d678ea527788e0a7d7c55c0fc53d6b33",10,5,7,22,7,5,"7",10,10,10,"49","71","5,7","549a8ea6882cd07140323f880a72e54b0980087a3a83493cbba5e614f8607224","Primero, la política de cuotas en las universidades públicas brasileñas podría afectar positivamente este comportamiento elitista por parte de los empleadores en Brasil. Al implementar cuotas que promueven la inclusión de estudiantes de distintos orígenes, tanto socioeconómicos como étnicos en las universidades, se estaría fomentando la diversidad y la equidad en el acceso a la educación superior.

Esta medida podría contribuir a disminuir la discriminación contra grupos minoritarios, como negros e indígenas, en el proceso de contratación, ya que los empleadores tendrían acceso a una fuerza laboral más diversa y representativa. Al priorizar la calidad de la educación superior y la meritocracia en lugar del colegio de origen, se estaría promoviendo un ambiente laboral más inclusivo y justo para los candidatos.",100,1,6.5,6.8,5.7,4.9,6,5.3,5.5,78.87218045
"2d43b55cdc8eb5ef34146cabb59adaa3429a9db4318ede420121642a0ec6f2fa",10,5,7,22,10,6,"10",7,10,10,"53","75","6,0","09d2d967c4644d331042b71cdf3944cef57cbd543d344738d74af1724b4476f8","Las medidas de admisión en las universidades públicas de Brasil, con el objetivo de
aumentar la presencia de alumnos de comunidades marginadas como indígenas,
personas de escasos recursos y afrodescendientes, pueden ayudar a disminuir la
discriminación en el ámbito laboral. Al brindarles a estos estudiantes la posibilidad de
acceder a una educación de excelencia, se les está mostrando que son capaces de
lograr un rendimiento académico sobresaliente, lo que podría cuestionar y modificar
las percepciones discriminatorias vigentes.

Estas reglas de ingreso podrían ser clave para disminuir la discriminación en la
postulación para un trabajo. Si los empleadores se centraran más en los títulos
universitarios que en el origen socioeconómico o el tipo de escuela del candidato,
podrían reducir la discriminación por motivos socioeconómicos y étnicos. De esta
manera, las políticas de cupos no solo permiten el acceso a la educación superior para
estos grupos, sino que también pueden contribuir a la democratización del mercado
laboral en Brasil. Promoviendo un ambiente en el que se valore principalmente el
mérito académico, se puede ayudar de manera importante a crear una sociedad más
igualitaria y justa.",100,1,6.8,6.8,6,4.4,5.6,5.5,5.4,76.76691729
"33517ed44a89eadbed5c3ceb55de61979d5d45e0d2c3af57ae80210be0e40680",0,0,0,0,0,0,"0",0,0,0,"0","0","1,0","060683e08100716fb9a2c681306b95df4b60e6112f7eb7e1a54b652eccdfefaa","Dado que las notas de corte de los estudiantes afrodescendientes y de pueblos indígenas suelen ser más bajas en comparación con aquellos que ingresan por alta competencia, es probable que la política de cuotas aumente la discriminación hacia los egresados de escuelas públicas y socave la percepción de calidad de la educación superior al disminuir el mérito asociado con el ingreso a una universidad pública. Esta situación podría llevar a los empleadores brasileños a adoptar un comportamiento elitista similar al observado en Chile, aumentando la discriminación contra las personas de color e indígenas protegiéndose así de una posible distorsión en la señal educativa. Inicialmente, la política pública disminuye la brecha social y la desigualdad entre clases socioeconómicas, pero podría aumentar la discriminación laboral. Empeorando la posibilidad de ser contratado para grupos minoritarios.",51,0,6.3,6.8,1,4,4.6,5.9,4.9,73.23308271
"f400b5407ec562f3f0c94627224a59e04d3db574046d0304eb29e0b1f0746a5a",10,4,7,21,4,6,"10",10,10,10,"50","71","5,7","sola","Las políticas de cuotas en las universidades públicas brasileñas podrían ayudar en lo siguiente:

- La política permite que exista un número mayor de estudiantes de diferentes condiciones socioeconómicas y de diferentes etnias en las universidades públicas de alta calidad. Al haber un número mayor de estudiantes negros e indígenas en universidades públicas de calidad, aumenta el acceso de estos grupos a educación superior de mejor calidad, lo que mejora sus oportunidades de empleo.

- Esta política reduce los prejuicios negativos que algunos empleadores podrían tener. Al ver a personas de estas procedencias en el mercado laboral disminuirán los prejuicios y aumentarán las prácticas inclusivas.

- Se genera un cambio cultural dentro de las empresas, lo que aumenta la inclusión y disminuye la discriminación hacia personas de otras etnias o de otras procedencias económicas.",100,1,6.3,6.9,5.7,4,5.8,6,5.5,78.34586466
"9b2650a5063395e2b0b78fa04e90673f0918954d5071e3c73b69767b5d3f988f",10,10,7,27,4,7,"9",5,10,9,"44","71","5,7","sola","La política de cuotas se implementa para facilitar el acceso a la educación superior a estudiantes de grupos que han sido históricamente subrepresentados, como aquellos provenientes de escuelas públicas y comunidades afrodescendientes e indígenas. Esta medida busca nivelar las oportunidades, permitiendo que estudiantes que podrían ser excluidos en un sistema basado únicamente en notas de corte tengan acceso a la educación superior. 

Al permitir que una variedad más diversa de estudiantes acceda a una educación de calidad, las universidades públicas ayudan a crear una fuerza laboral más heterogénea. Esto puede llevar a los empleadores a valorar habilidades y competencias que van más allá del rendimiento académico tradicional. 

Además, esta política puede cambiar la percepción del prestigio académico. A medida que los graduados de distintos orígenes académicos se integran al mercado laboral y demuestran sus capacidades, la idea de que solo los estudiantes de colegios prestigiosos pueden tener éxito se debilita. Así, los empleadores podrían depender menos del historial académico como el principal criterio de selección. ",100,1,6.7,6.7,5.7,2.7,4.8,4.7,4.5,63.0075188
"6fcb9aa52e3614fa7a1989f230f589342fea4b77953406ea6f875df37f039613",10,5,7,22,10,9,"10",7,10,10,"56","78","6,2","b8bc29b27d9b5f85e7a4c28e36f55cdd94e02ac03578bce191461d2523678f4b","Antes de la política de cuotas la educación universitaria pública de alta calidad se consideraba algo privilegiado y al alcance de solo aquellos alumnos que habían tenido una educación privada, lo que contribuía a mantener una percepción elitista de la educación superior. La política de cuotas permite que un gran número de alumnos de escuelas públicas y de minorías accedan a una educación superior de prestigio. Esto ayuda a que los entrevistadores tengan candidatos de muchos colegios diferentes pero con la misma educación universitaria aplicando al mismo puesto de trabajo. A medida que estos estudiantes, de diferentes contextos, se gradúan y entran al mercado laboral, los empleadores se encuentran con un grupo más diverso de candidatos bien calificados, lo que debería disminuir fuertemente la discriminación contra estos grupos en el proceso de contratación. Gracias a esta política ya no se puede contratar a alguien de un colegio privado y saber que su desempeño será mejor que un alumno de un colegio público ya que ambos pueden haber asistido a la misma universidad y por lo tanto, tuvieron la misma educación superior, la que los hace igual de calificados para este trabajo. Además, desde el punto de vista de los graduados pertenecientes a los grupos discriminados, esta política aumenta sus posibilidades de estudiar en mejores universidades públicas, lo que abre sus fronteras de empleos y da la oportunidad de que ellos participen en mercados laborales que antes estaban reservados para alumnos que habían tenido una educación escolar privada y universitaria buena. Esta forma también muestra como disminuirá la discriminación contra los negros y los pueblos indígenas en el proceso de contratación.",49,1,6.6,6.8,6.2,4.9,6.6,6.5,6.1,87.51879699
"904fe8eaca9084218bdf22fe2ed1262544e47e6606d5d8c6ef63718b19eb39b4",10,10,7,27,10,6,"10",10,10,10,"56","83","6,5","95497cf2f6643db9dc5e5de7015e04e77e047901833d297c5a5b90c4f85c001b","Primero, y tal como se explicaba en el enunciado de la pregunta, es importante notar que el sistema de admisión de Brasil, es extremadamente competitivo por naturaleza, por lo tanto, es un “mercado” en el que solamente serán aceptados los mejores actores, haciendo que el sistema sea más “recompensador” a aquellos que se esfuercen, de mayor manera, independiente de su procedencia. Además, se menciona que las mejores universidades son las públicas, y que son gratis, por lo tanto, se elimina directamente otra barrera de entrada para aquellos que no cuentan con los recursos, lo que implica, que sin observar los datos, ya se sabe que el sistema brasilero es más equitativo e inclusivo en términos de admisión. Ahora, basado en los resultados obtenidos del t-test de la pregunta anterior, hay una diferencia importante con respecto a las notas de corte entre los estudiantes, donde los estudiantes de las cuotas obtienen, en promedio, menores calificaciones que los otros. Lo anterior, implica que la política implementada parece estar funcionando, ya que, aquellos con cuotas tienen casi 50 puntos menos que los demás, pero aun así cuentan con acceso a las universidades. Por lo tanto, desde el punto de vista de los empleadores, si toman las universidades (y su calidad) como señal para el nivel del trabajador, está claro que esta política aumenta las posibilidades que aquellos desfavorecidos tienen de ser contratados. Pero también, puede darse el caso de que los entrevistadores se guíen, además, por las notas obtenidas, situación en la cual, tal como se pudo observar en el test, los alumnos de amplia competencia debieran (en promedio) tener mayores oportunidades de contratación. De lo anterior, podemos pensar que el comportamiento elitista de los entrevistadores presentaría disminuciones, aumentando la consideración de contratación de aquellos “discriminados”, permitiendo un acceso más equitativo a todos. ",34,1,6,6.7,6.5,5,5.7,4.5,5.2,73.45864662
"3ddbbcebd9cfbe1452b0e3571f931dc686f3065ec034500de855f65c3e3680a3",10,5,10,25,4,4,"7",7,10,10,"42","67","5,5","7c338feca54c5f4d11a1fd4979b4abf73d0e8043f9c9a92754a0182baf6ac16c","La inclusión de esta cuota para las personas negras, mulatas, indígenas y egresados de colegios pertenecientes al sistema público puede llegar a reforzar el comportamiento elitista por parte de los empleadores brasileños, porque antes si una persona del grupo anteriormente mencionado se presentaba con un titulo, el empleador sabía que es porque había obtenido un gran puntaje y destacaba por sobre el resto en cambio ahora, es más probable que la persona haya logrado entrar a aquella universidad, debido a que el sistema la favorecía más que por ser excepcional, por ello los empleadores pueden tener un mayor prejuicio y dudar acerca de las verdaderas capacidades de la persona, egresada donde supuestamente ingresan los mejores, sin ser el mejor, pudiendo tener un impacto negativo en el proceso de selección para las personas de los grupos mencionados en un inicio. ",0,0,6.5,6.4,5.5,4,5.6,4.6,5.2,70
"240284d28f82f006fdba1836665e78b8c6074f4058a97961b96958b18b1694e2",10,5,0,15,4,6,"4,5",7,10,10,"41,5","56,5","4,8","solo",NA,NA,NA,6.5,5.7,4.8,4,5.9,4.4,4.9,69.54887218
"a019cd4f9ce196756e0df5d2ee9e074996318196c9fdbdfeae1cfd0fda7eb45b",10,5,7,22,10,7,"0",0,0,0,"17","39","3,6","d8f8c0fa8161591f444fe6c11a9905b2b2e070ad7542c5a0273b37dea7ed34df","Al aumentar la representación de estudiantes de diversos orígenes
socioeconómicos y étnicos en instituciones de educación superior de alta calidad,
los empleadores podrían comenzar a valorar más la diversidad como un activo.
Esto podría llevar a una disminución de los prejuicios basados en el tipo de
escuela secundaria que los candidatos han asistido, centrando la atención en la
educación superior obtenida y en los méritos individuales. Además, la mayor
inclusión de negros e indígenas en universidades públicas prestigiosas podría
aumentar su visibilidad en el mercado laboral, ayudando a normalizar la diversidad
racial y étnica en el lugar de trabajo y reduciendo los estereotipos y prejuicios. En
conjunto, estas dinámicas podrían contribuir a un mercado laboral más inclusivo y
equitativo, donde las habilidades y méritos individuales son valorados por encima
del origen socioeconómico y racial.",100,1,6.7,6.7,3.6,5,4.9,4.8,5,72.55639098
"18ff10650d0b85fd7d069dab6cadefc6bb7026f1b8aca0072737612581d38c63",10,10,7,27,6,6,"10",5,10,3,"40","67","5,5","ddcc5579ec111f7d662ae8d5c264a19808b6e614de843edead312996640a376e","Basado en los resultados obtenidos, es posible que la política de cuotas en las universidades brasileñas tengan un impacto positivo en la reducción del comportamiento elitista por parte de los empleadores. Al garantizar que un mayor número de estudiantes de diversas etnias y procedencias socioeconómicas acceden a una educación superior de calidad, se espera que los empleadores vean un grupo más diverso de candidatos graduados de estas instituciones prestigiosas. Esto podría ayudar a disminuir la discriminación basada en la escuela de procedencia y aumentar la valoración de las competencias y habilidades durante la educación superior. Además, al permitir que más estudiantes negros e indígenas accedan a la educación superior, la política de cuotas puede ayudar a reducir la discriminación contra estos grupos en el proceso de contratación. Con mayor representación en las universidades públicas de alto nivel, estos grupos podrían enfrentar menos prejuicios y ser elevados más equitativamente por sus méritos académicos y profesionales.",100,1,6.6,6.4,5.5,3.6,4.4,5.8,5,70.37593985
"efecee12317fb259b3a249ff6fc771e727b9d091ed855f1489619e681a0cc4ba",10,5,7,22,10,6,"7",7,10,10,"50","72","5,8","9bea74d9683df2a8bc1f3a8c02b51dd83633e76e29d2ecc253dd528ee6507f3c","En Chile, existe este problema de que los entrevistadores de trabajo le dan mucha más prioridad a los alumnos que tuvieron acceso a escuelas particulares que aquellos candidatos que estudiaron en escuelas de acceso público, dándoles una gran ventaja a estos primeros, cuando los estudios del colegio no debiesen ser una señal relevante para ser considerada por el entrevistador, y por encima de sus estudios de educación superior.

Como pudimos comprobar en los incisos a) y b), efectivamente en los distintos cursos existen diferencias promedio en las notas de corte entre alumnos de alta competencia v/s alumnos con cuotas (siendo la nota exigida más alta para estos primeros). Esta política de cuotas que se emplea en las universidades públicas brasileñas, tiene el potencial de desafiar y reducir el comportamiento elitista por parte de los empleadores (como sucede fuertemente en Chile), reduciendo así, la discriminación estructural contra negros e indígenas y procedentes de escuelas públicas. Esto permite dar oportunidades más equitativas de acceso a educación superior de calidad, para que así, empleadores tomen como señal la educación superior, y no enfocándose en el tipo de colegio al cual el candidato accedió, ni color de piel, ni cualquier otra característica que permite al empleador tomar un comportamiento elitista, permitiendo que los individuos puedan competir basándose en su talento y mérito, independientemente de su trasfondo socioeconómico o étnico.

Por lo mismo, esta política permite reducir la discriminación contra los negros y candidatos provenientes de pueblos indígenas en el proceso de contratación, con las cuotas, se reducen barreras que limitan su acceso a educación superior. Con esto, se contribuye a oportunidades más equitativas en el mercado laboral.",44,1,6.9,6.9,5.8,3.6,5.4,5.8,5.3,74.73684211
"19cb53e5e0c7e75b3d8ba1efe1ca353f1ec3a6e90595f6b2994c8db10438fd9a",10,10,10,30,0,1,"1",6,10,10,"28","58","4,9","48fb67c5ab391f8c9e91b40bc9fbe87fcd28f0b8867397e0864f0a8e4fc19e5e","Brasil, con el mecanismo de cuotas, puede ser un tipo de señalización para los empleadores. Al ver un alumno con esta condición puede que piense que al entrar a una carrera requiriendo un menor puntaje, este sea menos productivo o menos competitivo, reafirmando un comportamiento elitista y perjudicando a las personas negras y de pueblos indígenas al ser discriminados por cumplir esta condición de cuotas y ser vistos como menos capaces.",NA,0,5.6,6.8,4.9,3.8,4.9,5.7,5,72.03007519
"8ebad0f521107a481833561aa0b6d13ed81da6bb389dcdc77ee8c6f3255e9530",0,0,0,0,3,7,"10",6,10,8,"44","44","3,9","solo ",NA,NA,NA,6.2,5.8,3.9,5.5,6.2,4.7,5.4,77.7443609
"c34894873df49bfc5e4d53321fa21a514ea5023031be687ddc6492cccbf7b9c5",10,5,7,22,10,7,"8",7,10,10,"52","74","5,9","sola","La política de cuotas en las universidades públicas de Brasil tiene el potencial de reducir el elitismo de los empleadores y la discriminación contra negros e indígenas al diversificar el acceso a la educación superior. Al permitir que estudiantes de diversos orígenes socioeconómicos y étnicos accedan a universidades de prestigio, se fomenta que los empleadores valoren más la calidad educativa que la procedencia escolar, disminuyendo así el sesgo hacia alumnos de escuelas caras y prestigiosas. Esta mayor diversidad de graduados en el mercado laboral puede demostrar que los estudiantes de políticas de cuotas son igualmente competentes, lo que ayuda a cambiar percepciones y a reducir prejuicios. Aunque los resultados muestran que los estudiantes sin cuota tienen un promedio de notas de corte más alto, la presencia de estudiantes con cuota en universidades prestigiosas evidencia su capacidad académica y profesional. Esto promueve la igualdad de oportunidades y desafía el elitismo en el proceso de contratación, contribuyendo a un mercado laboral más justo e inclusivo. ",100,1,6.7,6.8,5.9,4.3,4,5.2,4.9,68.72180451
"c6b95ec3d151f08485558ce12e6a75663f3a18ff466a1312ade5c111183f4248",10,5,10,25,5,7,"10",10,10,10,"52","77","6,1","ff8ee59f3788e09ab27f35adfeee5db30a131346884d92a7f00d7b9b79eea965","Me da la impresión, que el colegio de origen es una forma de diferenciar entre los
candidatos en búsqueda de un valor agregado que este podría proporcionar, ya sea por el
“networking” o conexiones y contactos que se dan en estos colegios “prestigiosos”, por el carácter, la cultura o los valores en la formación que puedan ser de interés (ajenos a los del hogar), y/o derechamente por la preparación que estos proporcionan. Lamentablemente este “Valor agregado” no depende de la habilidad del candidato, y por más que este haya querido sumar complemento a su persona, esas cualidades dependen netamente de factores externos de su contexto socioeconómico. Cabe agregar que ese análisis fue tratando de abogar imparcialmente por las empresas, porque en realidad se da muchas veces que de frentón la gente es clasista o racista, y prefiere trabajar con gente similar a ellos mismos, y por eso se pregunta el colegio, para encontrar un punto en común. 

Dicho esto, desgraciadamente no creo que en primera instancia las cuotas ayuden puntualmente con problemas elitistas como este en Brasil, es más, podría provocar más diferenciación con el descontento para algunos de quedar afuera con mayor puntaje. Si bien, por ejemplo, si contribuye a problemas de falta de representación laboral de estas minorías, al hacer más abundante en cantidad su oferta laboral, el tema cultural no es tan simple. Tendría que pasar harto tiempo y varias generaciones de estudiantes y trabajadores de distintos contextos
conviviendo, estudiando y trabajando hasta que se cambien percepciones, prejuicios y tratos entre sí.

Este tipo de políticas tiene que ir acompañadas de un montón de trabajo adicional de índole social y cultural, de modo que eso no afecte el rendimiento de la política de un punto de vista educacional y laboral. Pero la política de las cuotas por si sola, más allá de crear más variedad en la oferta laboral de profesionales en general, no veo como podría mejorar el comportamiento elitista o la discriminación contra los negros y los pueblos indígenas en el proceso de contratación. Incluso podría generar más odio de parte de los clasistas, elitistas o racistas. Espero se logre implementar de manera adecuada para que si genere un cambio y Brasil obtenga un proceso de contratación más amigable para sus minorías.",0,0,6.3,6.4,6.1,4.2,5.7,5.7,5.4,76.76691729
"307e9116363012bc21917ab89192d2cc18fa13c1bec3c7f55dd925421d245054",10,5,10,25,10,6,"7",7,10,10,"50","75","6,0","46960667dceaff4517f5fed304a494c357d35ac2963c8f401d2a6f8dbabb103c","Si se implementa esta política de cuotas en las universidades públicas brasileras y basándonos en los resultados obtenidos, se puede inferir que este tipo de comportamiento elitista por parte de los empleadores en Brasil disminuiría. Esto debido a que al necesitar una nota promedio menor, se les dará la oportunidad de obtener una educación de calidad. 
La discriminación contra los negros y los pueblos indígenas tendería a disminuir. Esto ya que al lograr una educación superior podrán entrar en el mercado laboral y alcanzar puestos importantes de trabajo. 
Por el contrario, la implementación de esta política podría a su vez, aumentar la discriminación. Esto gracias a que los empleadores al tener las entrevistas de trabajo, si ve que esta persona pertenece a alguna de las cuotas, inmediatamente va a inferir que tiene menos mérito ya que puede haber tenido menos dificultades para entrar.",72,0,6.6,6.8,6,3.7,2.6,5.3,4.4,61.65413534
"3cb425ab57c315a849b03abd64873c6dc75bca31ed0639e8a0ca8b57c117c7c1",10,5,10,25,10,10,"10",10,10,10,"60","85","6,7","11be57637421087397a1bc0a2e2401bd8106ff05ad9b0e10438541098bdf0f9b","Creo que la política de cuotas en las universidades públicas brasileñas van a afectar negativamente al comportamiento elitista de los empleadores. Esto debido a que, como pudimos ver tanto en el histograma como en la prueba t, el promedio de las notas de corte de los alumnos de alta competencia es mayor que el promedio de las notas de corte de los alumnos con cuotas. Lo que permite pensar justificadamente, que aquellos alumnos que entraron a la universidad por medio de las políticas de cuotas por poseer determinadas características étnicas, físicas o socioeconómicas, necesitaron un menor rendimiento para aprobar el examen de admisión ""Vestibular"". Y todo ello, incrementará la discriminación a estos grupos específicos pues para adquirir su educación superior necesitaron de un menor puntaje que el resto de jóvenes de la misma generación; Una diferencia de rendimiento bastante significativa según los resultados interpretados en la prueba t de la pregunta b), una diferencia de rendimiento que puede hacer que se menosprecien sus capacidades, y, por lo tanto se subestime su rendimiento futuro en su respectivo empleo.",37,0,6.7,1,6.7,4,NA,5,4.7,65.93984962
"c8afe04403384102c289a2aa94b4cca63d81ad75fbb7eb19e88907d4ec3ad9c0",0,5,7,12,10,8,"10",7,10,9,"54","66","5,4","3ef13587d011366012a495e831fc9d338307e45237451fa1ee815bf19b31aa81","Nosotros creemos que esta medida disminuye considerablemente la discriminación hacia los negros y los pueblos indígenas ya que en las respuestas anteriores nos podemos dar cuenta que aquellas personas que no tienen cuotas, osea, no son negras ni de pueblos indígenas tienen un puntaje de corte promedio mayor a los que si tienen cuotas, por lo tanto, en las universidades aumentaran la cantidad de personas negras y de pueblos indígenas. Esto va a afectar el comportamiento elitista de los empleadores ya que con el pasar del tiempo va a haber evidencia empírica de que el rendimiento de los trabajadores no depende del colegio del que salieron, si no que depender más de la universidad en que estudiaron. Este hecho va a provocar que a medida que avance el tiempo va a ir disminuyendo cada vez más la discriminación los negros y de pueblos indígenas.",100,1,6.5,6.8,5.4,5.2,5.7,4.9,5.4,76.76691729
"5475086284a033aa46c13893ee830b7e4e6575c6ac0d8df89324c11ec25cad47",10,10,7,27,10,8,"10",10,10,10,"58","85","6,7","sola","Dado que la diferencia entre la notas de corte promedio es significativa, ósea la nota promedio de corte para los alumnos de amplia competencia es significativamente mayor, yo considero que la política de cuotas puede tener un impacto significativo para reducir el comportamiento elitista de los empleadores, ya que esta política de cuotas logra reducir la brecha educacional (al instaurar ptjs de corte ajustados a las posibles desventajas de acceso educacional que tienen ciertos grupos) con lo cual logra diversificar la población estudiantil, y en consecuencia, diversificar los profesionales bien capacitados (de universidades publicas), fomentando una mayor equidad e inclusión en el mercado laboral y desestimando los prejuicios y estereotipos elitistas que tienen los empleadores, al demostrar que las personas graduadas de colegio no elite, también son muy capaces. 
En relación a lo anterior, de la misma manera, creo que esta política ayudara a disminuir la discriminacion contra las personas de raza negra y/o pertenecientes a los pueblos indigenas, ya que esta contribuirá a que puedan acceder a estudiar en la universidad publica (disminuyendo la brecha educacional), logrando una mayor educación y capacitación (en comparación a si no hubieran tenido acceso a la universidad), por tanto acotando la discriminacion (educacional) en el mercado laboral. ",63,1,6.7,6.6,6.7,4.7,5.3,5,5.3,73.90977444
"09d2d967c4644d331042b71cdf3944cef57cbd543d344738d74af1724b4476f8",10,5,7,22,10,6,"10",7,10,10,"53","75","6,0","2d43b55cdc8eb5ef34146cabb59adaa3429a9db4318ede420121642a0ec6f2fa","Las medidas de admisión en las universidades públicas de Brasil, con el objetivo de
aumentar la presencia de alumnos de comunidades marginadas como indígenas,
personas de escasos recursos y afrodescendientes, pueden ayudar a disminuir la
discriminación en el ámbito laboral. Al brindarles a estos estudiantes la posibilidad de
acceder a una educación de excelencia, se les está mostrando que son capaces de
lograr un rendimiento académico sobresaliente, lo que podría cuestionar y modificar
las percepciones discriminatorias vigentes.

Estas reglas de ingreso podrían ser clave para disminuir la discriminación en la
postulación para un trabajo. Si los empleadores se centraran más en los títulos
universitarios que en el origen socioeconómico o el tipo de escuela del candidato,
podrían reducir la discriminación por motivos socioeconómicos y étnicos. De esta
manera, las políticas de cupos no solo permiten el acceso a la educación superior para
estos grupos, sino que también pueden contribuir a la democratización del mercado
laboral en Brasil. Promoviendo un ambiente en el que se valore principalmente el
mérito académico, se puede ayudar de manera importante a crear una sociedad más
igualitaria y justa.",100,1,6.7,6.8,6,4,4.5,5.3,5,70
"1078debd870cfbd18fb8705652d5934db43272683e7f567f0ba5fbb77cf58708",0,0,0,0,0,0,"0",0,0,0,"0","0","1,0","0cb0a891ca334d9e09c9f12c5d1fda4c657b693e5eb832f9deb7d93b649da340","Si bien la política de cuotas implementada en las universidades públicas brasileñas tiene el objetivo de promover la equidad y proporcionar más oportunidades educativas a grupos históricamente marginados. La política basada en cuotas implementada por Brasil tambien sí podria afectar negativamente la discriminacion contra los negros y Pueblos indigenas en el proceso de contratacion. En primer lugar esto puede actuar como una señalización negativa para los empleados ya que estos podrían asumir y sacar las conclusiones de que ellos no tuvieron que atravesar los mismos estándares académicos que los de amplia competencia para poder ser admitidos.Esto se traduce en una percepción negativa por parte de los empleadores generando perjuicios que su trabajo fue facilitado y no por sus propios méritos concluyendo que estos son menos calificados independientemente de sus habilidades y desempeño real. Por lo tanto al presentarse una persona que pertenezca a uno de estos dos grupos, el contratante inmediatamente generará una discriminacion negativa contra ellos ya que estos obtuvieron privilegio en la educación superior por medio de cuotas aunque este aun así sea un muy buen candidato con muchos estudios de por medio. Esto estaría aumentando aún más la discriminacion a estos grupos fuera de su origen etnico. También podemos ver que si Brasil al igual que Chile también tiene una preferencia por candidatos de colegios particulares con más prestigios fijándose en su procedencia educativa, esta política podría aumentar esta tendencia los empleadores podrían preferir candidatos provenientes de un entorno educativo con mayores oportunidades por lo tanto personas que no tengan la necesidad de acceder a cuotas. Por lo tanto esta política por más que tenga un fin positivo de promover la igualdad sin quererlo puede traer consecuencias negativas aumentando la discriminacion y los comportamientos elitistas en la contratación hacia estos grupos. ",0,0,6.6,6.7,1,4.1,6.4,5,5.1,75.78947368
"8f9da0d4c13cfecccf23779c9a0d13931c8152593c08562198e494859f14c9bc",10,5,10,25,4,8,"7",7,10,10,"46","71","5,7","78ef8d1c8909a6a73ba6e3741cc90286e73fc2c2aaae9ec73b54c8b6d0d16011","Dado que el sistema además de admitir a los alumnos por sus puntajes los elige por otras
características, ser o no negro, ser o no de pueblos indígenas, se puede generar un nivel de
discriminación debido a que como hay cierto porcentaje de alumnos que deben pertenecer a
estas características, dejan de elegir a ciertas personas que quizá obtuvieron mejores puntajes
pero que fueron rechazados debido a que los cupos los debía utilizar otro alumno precedente
del sistema de cotas. Por otro lado, esta política de cuotas es una medida diseñada para
promover la equidad y la diversidad en la educación superior. Al garantizar el acceso a
universidades de alta calidad para estudiantes de grupos desfavorecidos, esta política no solo
mejora sus oportunidades educativas y laborales, sino que también contribuye a reducir el
elitismo y la discriminación en el mercado laboral. La teoría de la señalización apoya la idea de
que, al mejorar la diversidad de estudiantes en universidades prestigiosas, se mejora la
percepción de capacidad y talento de una gama más amplia de individuos, beneficiando tanto
a los estudiantes como a la sociedad en general.",57,0,6.4,6.3,5.7,5.2,4.9,4.4,5,70.67669173
