"lista","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","partner_number","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3"
"fc938105b29e7577ed65ae1553971e857243da5184df9c758427e71eff7d6acc",10,10,7,27,10,"6","10",10,10,10,"56","83","6,5","17c440456686b182da0f1e9799539bf61ba6752978e3c737fc813dc565222518","Basado en los resultados anteriores, tenemos que existe una diferencia notable en la nota de corte entre los alumnos de alta competencia y los alumnos con cuotas, lo cual permite una mayor posibilidad a estos últimos para ingresar a mejores universidades.
• El impacto en el comportamiento elitista por parte de los empleadores:
– La política de cuotas podría impactar reduciendo el comportamiento elitista en el mercado laboral, al dar a los estudiantes de escuelas públicas una mayor oportunidad de acceder a la educación superior. Esto puede cambiar las percepciones y valoraciones de los empleadores sobre los candidatos que provienen de estas instituciones, enfocándose más en sus logros académicos y habilidades profesionales en lugar de su origen escolar.
• El impacto en la discriminación contra negros y de pueblos indígenas en el proceso de contratación:
– Al reservar cupos específicamente para estudiantes negros e indígenas, permite aumentar la presencia de estos grupos en la educación superior. Esto no solo mejora sus oportunidades de empleo, sino que también puede contribuir a cambiar actitudes negativas y reducir prejuicios en el lugar de trabajo, fomentando asi una cultura más inclusiva y diversa.",78,1,6.7,6.7,6.5,3.8,4.9,6.65,5.5,77.78195489
"88801206d6f33a55229e76eef908df2bafc609c1efff724956e8f56c24250947",10,10,10,30,5,"9","10",10,10,10,"54","84","6,6","8cc5b35aa8f36e1ab1330f9964896ad2eecae2b1760473980f3dab024d518178","La política de cuotas en Brasil busca ampliar la participación de grupos históricamente excluidos, como afrodescendientes e indígenas, en la educación superior y el ámbito laboral. Esta iniciativa tiene como objetivo disminuir las brechas sociales existentes y promover una sociedad más justa. No obstante, su efectividad en la erradicación de conductas elitistas y discriminatorias en los procesos de contratación aún genera debate. 
La política de cuotas, al introducir mayor diversidad en el ámbito educativo y, por ende, en el mercado laboral, puede combatir el elitismo establecido en la falsa creencia de la superioridad de ciertos grupos por su origen o nivel educativo. Al facilitar el acceso a la educación superior a estudiantes de grupos marginados, las cuotas pueden desmantelar el elitismo académico, es decir, la diversidad en las universidades cuestiona las concepciones elitistas sobre la competencia y el mérito académico.Pueden también fomentar la inclusión, promoviendo una cultura de inclusión y respeto por la diversidad, valores que se pueden trasladar al ámbito laboral y por último, derribar estereotipos. 
La apertura de las universidades públicas a estudiantes de diversos orígenes y trayectorias educativas enriquece la formación de profesionales y, por ende, diversifica la fuerza laboral. Esta diversidad de perfiles motiva a las empresas a valorar habilidades y competencias más allá del historial académico tradicional, abriendo espacio a la innovación y al crecimiento.Si bien las políticas de cuotas pueden tener un impacto positivo en la reducción de la discriminación en el proceso de contratación, también existen potenciales repercusiones negativas que deben considerarse: 
•	Aspecto positivo: Equidad de oportunidades: Las cuotas pueden actuar como un mecanismo para nivelar el campo de juego, aumentando las oportunidades de empleo para grupos históricamente marginados y combatiendo la discriminación sistémica. 
•	Aspecto negativo: Percepción de desmérito: No obstante, existe el riesgo de que las personas beneficiadas por las cuotas sean percibidas como menos merecedoras de sus puestos, lo que podría generar discriminación durante el proceso de contratación. En este sentido, resulta crucial educar a los empleadores sobre el propósito y los beneficios de estas medidas. 
•	Impacto en las prácticas de contratación: Las empresas que valoran la diversidad e inclusión pueden adoptar prácticas de contratación más equitativas, reduciendo la discriminación y promoviendo una cultura de igualdad de oportunidades. 
",100,1,6.7,7,6.6,3.4,4.8,6.05,5.2,72.96992481
"33517ed44a89eadbed5c3ceb55de61979d5d45e0d2c3af57ae80210be0e40680",10,5,10,25,4,"8","7",5,10,10,"44","69","5,6","solo","Puede verse dos lados de la misma moneda para esta pregunta. Por un lado, al existir una
ventaja comparativa estadísticamente significativa en la nota de corte para negros, pueblos
indígenas y escuela publica versus el resto (amplia competencia), esta ventaja puede
generar desconfianza en los empleadores y empeorar el comportamiento elitista, “Quizás
si no fuera por la quota no estaría en una universidad tan buena” y resultar en incluso
menores niveles de contratación para estos sectores. Ahora, si vemos el otro lado de la
moneda. El mercado laboral estará compuesto por un mayor porcentaje de estos sectores,
por lo que inevitablemente se contrataran más.
Sea cual sea el resultado, existe el peligro de que la amplia competencia y los contratadores
no vean el verdadero valor e importancia de las quotas y las perciban como una injusticia,
empeorando la discriminación en Brasil.",46,0,6.2,2.7,5.6,4.6,4,4.9,4.6,64.81203008
"4cc8b4ac1bb2282db451b2eeeefd6b54d404e45016f2b668a1d20497f7ab7b01",10,5,7,22,4,"3","7",7,10,10,"41","63","5,2","f464dd5c6f1d650c574c699cec33fc00f27800ccb30c783fd54eff5672b97aa3","Primero, se podría evitar este tipo de comportamiento elitista, ya que la política de cuotas puede reducir la brecha de alumnos de alta competencia y alumnos de cuota al dejar de lado el puntaje de corte y asegurar una cuota del 50%. Esto podría ocasionar que los empleadores ya no vean el colegio de donde viene cada alumno como una señal, sino que solo se deberían fijar en otro tipo de señales como: la universidad de la que egresaron, el rendimiento o las notas de cada alumno en la universidad, sus habilidades, etc., evitando así este comportamiento elitista. Por lo tanto, esto podría reducir la discriminación contra los negros y pueblos indígenas en el proceso de contratación. Además, si estos grupos tienen mayor representación en las universidades y los trabajos, esto puede llevar a romper estigmas y prejuicios en distintos ámbitos.",70,1,6.5,7,5.2,4.1,5.3,5.85,5.3,76.27819549
"204f44fdc485bd13136ad2e514790d999d3c1023c24d2d775a414f172400ddae",10,10,7,27,10,"9","10",10,10,10,"59","86","6,7","cb9093a51074a59c1fb2e326b1b004a1fb6f4cdc0d537c8c3cb1c3446e8667e1","Al asegurar que más estudiantes negros e indígenas ingresen a universidades prestigiosas, el sistema de cuotas aumenta su representación en la fuerza laboral profesional, ayudando a reducir la discriminación al normalizar la diversidad en la educación superior y, posteriormente, en el mercado laboral. Las historias de éxito de estudiantes de cuota que sobresalen en sus campos pueden servir como contra-narrativas poderosas a los prejuicios existentes, alentando a los empleadores a enfocarse en las habilidades y logros de los candidatos en lugar de su origen racial o étnico. Con el tiempo, el sistema de cuotas puede llevar a cambios culturales más amplios, haciendo que la diversidad y la inclusión sean más valoradas en el lugar de trabajo. Los empleadores podrían implementar prácticas de contratación más inclusivas al reconocer los beneficios de una fuerza laboral diversa.",100,1,6.5,7,6.7,4.3,5.4,5.45,5.3,75.30075188
"e5164039b2c1c27e25576cc079788c7165a2631969dacff567795fde70c2aebd",10,5,10,25,8,"5","10",5,8,10,"46","71","5,7","0658715a7dcd7a156455ffa7a399250c872d43139a14a8ee19da53ccb85e9008","La política de cuotas en las universidades públicas de Brasil podría afectar este tipo de comportamiento elitista, de forma que ahora quienes ocupen estos puestos van a tener la misma señalización que sus compañeras de carreara en cuanto a sus estudios superiores lo que lleva a los empleadores a reconsiderar su sesgo ya que con las cuotas, se entregan oportunidades a personas negras e indígenas por lo que de a poco irá desapareciendo el sesgo que personas de ese origen no reciben la misma educación de calidad que otros. Esto podría afectar a los negros e indígenas de forma que le dan mayores oportunidades. Hay que tener en cuanto a las cuotas que son solo una herramienta, por lo que no es la única solución y de ser mal aplicado podría tener un efecto contrario donde en vez de ayudar, aporte de forma negativa al ámbito de discriminación y elitismo.",0,1,5.1,4.3,5.7,4,4.6,5,4.7,65.71428571
"a774e9056ec5a4f1f7f43c02b96148b49ef188eecc6a73e41b9aea563707c283",10,10,7,27,4,"7","9",7,10,10,"47","74","5,9","549a8ea6882cd07140323f880a72e54b0980087a3a83493cbba5e614f8607224","La política de cuotas está diseñada para permitir a estudiantes de grupos subrepresentados, como
aquellos provenientes de escuelas públicas, negros, e indígenas, acceder a la educación superior.
Esto nivela el campo de juego al dar oportunidades a estudiantes que, de otra manera, podrían haber
sido excluidos debido a la competencia basada exclusivamente en notas de corte.
Al proporcionar acceso a una educación superior de calidad a un grupo más diverso de estudiantes,
las universidades públicas ayudan a crear una fuerza laboral más diversificada. Esto puede forzar a
los empleadores a considerar habilidades y competencias más allá del nombre de la institución
secundaria del candidato.
También genera cambio en las percepciones de prestigio; a medida que los graduados de diversas
procedencias académicas ingresan al mercado laboral y demuestran su competencia, la percepción
de que solo los alumnos de colegios prestigiosos pueden tener éxito puede debilitarse. Esto puede
reducir la dependencia de los empleadores en el historial escolar como criterio principal de
selección.",100,1,6.6,6.8,5.9,4.3,6.6,5.55,5.6,80.26315789
"ff8ee59f3788e09ab27f35adfeee5db30a131346884d92a7f00d7b9b79eea965",0,3,10,13,4,"5","10",7,10,8,"44","57","4,8","solo","Como se le exige menos para entrar a una universidad a los alumnos que esten en las cuotas, al entrar a una universidad va a tener menos una menor cuota de esfuerzo o merito una persona que este en las cuotas en comparación a otra que no lo este, esto afecta a la señal de discriminación porque la señal de educación superior va a ser peor para medir capacidades por igual, esto va a conllevar a que haya más discriminación en las entrevistas de trabajo para poder contrarrestar estas diferencias de capacidades que el proceso de admisión para la universidad paso por alto. Por lo que aunque la universidad tenga diferentes exigencias para estos grupos, al final las entrevistas de trabajo van a tener que hacer esta discriminación, ya que a un grupo le exigieron menos que al otro. Su forma de discriminar debería ser por las razas, porque si se presenta una persona con descendencia indígena o negro a esta persona se le debería hacer una entrevista más difícil que a una persona que no se le dieron los beneficios para entrar a una universidad, de esta manera estarían viendo si los dos candidatos tienen las mismas cualidades aunque hayan sido exigidos de distinta manera al entrar a la universidad, por lo que aunque se cree este sistema de cuotas de igual manera se hará una discriminación al momento de aplicar para un trabajo.",0,0,6.6,5.1,4.8,3.4,4.3,4.4,4.3,60.90225564
"1cbfbfa9a1fb7de03027bdcf67018fcf7490ab1a364e4032c73a1900783139ce",10,10,7,27,10,"7","1",10,10,10,"48","75","6,0","7c338feca54c5f4d11a1fd4979b4abf73d0e8043f9c9a92754a0182baf6ac16c","Dado que sabemos que hay una diferencia notable en el promedio de puntaje corte entre los alumnos competitivos y con cuotas, se puede concluir que la admisión para los alumnos con cuotas es facilitada, ya que se le exige menos que alguien competitivo. 
Al tener cupos de reservas para alumnos negros y provenientes de pueblos indigenas, va a aumentar la representación de estos grupos en la educación superior. Esto provocaría que sean más aceptados en terminos de empleo y poder luchar contra los prejuicios que antes se le hacían a estos grupos étnicos. Esto debería disminuir la discriminación contra los negros y los pueblos indígenas en el proceso de contratación, dado que ellos podrán demostrar que son capacitados al haber egresado de una universidad prestigiosa y de calidad gracias a que tuvieron facilidades de acceso a la universidad y ser capaces. 
Por parte de los empleadores, no debería cambiar tanto su perpeción de los graduados, ya que, esta política solamente facilita el acceso a la educación superior, pero ellos aún tendrán que demostrar que son capaces de poder llevar adelante su formación profesional, significa que, no importa si ingresó más fácil que otro alumno, lo que importa es ver que fue capaz de poder cumplir su formación académica y que es capacitado para el empleo. ",78,1,7,6.5,6,4.8,5.8,5.85,5.7,80.78947368
"14e5367f8f0dd2e47a20fae1bbab281f067c42cda18ddcac305ae5c305f84e62",10,7,10,27,4,"5","8",7,10,10,"44","71","5,7","e5cfc207b8eb9a5d7229fccb9156fc42ccdb6060a2048f4c553f33bd5ea7e08a","Una empresa, al momento de contratar va a buscar, dentro de sus opciones, al mejor capacitado que logre la mejor productividad para su empresa. En general, a las empresas les conviene que el periodo de contratación sea lo más breve posible, por lo que se debe buscar a una persona que cumpla con los requerimientos de manera rápida y sin perder la ambición por un trabajador productivo y capacitado. La necesidad de las empresas de acelerar el proceso de contratación, fomenta que se creen categorías que permitan clasificar a quienes se postulan al trabajo y así poder elegir y filtrar más rápido. 
Los estudios de los postulantes, hablan de las capacidades y de los aprendizajes que adquirió durante su vida, por lo que es usual que las empresas se interesen de los estudios realizados, debido a que entregan información valiosa con respecto a lo que el individuo va a ser capaz de realizar dentro de su puesto de trabajo. Por esta razón, las empresas suelen preguntar por el historial de estudios, y suelen darle prioridad a quienes obtuvieron mejor educación, ya que si bien son conscientes de que alguien con menor educación podría hacer mejor el trabajo, las probabilidades de que alguien con más educación lo haga mejor son mayores, por lo que con el objetivo de disminuir el tiempo de contratación, prefieren irse por la opción más segura, la cual es priorizar a quienes recibieron una mejor educación y debieran estar más capacitados para cumplir el trabajo con productividad. 
La política de cuotas en las universidades públicas Brasileñas podría terminar por fomentar este tipo de comportamiento elitista por parte de los empleadores en Brasil, debido a que el puntaje de corte es estadísticamente menor al haber estudiado en un colegio público. Por lo que al momento de contratar, para la empresa puede ser mejor visto el haber entrado al curso sin el “beneficio” de tener un puntaje de corte más bajo, clasificando al alumno que ingresa en una competencia amplia mejor que al que entra con el uso de cuotas. Si los puntajes de corte fueran iguales, probablemente las empresas no se fijarían en el colegio, sino en la calidad de educación superior del candidato, lo cual tiene mucho más sentido cuando se busca encontrar a la persona más hábil. Pero cuando la misma universidad hace la distinción entre los que entran con o sin cuotas, hacen una distinción entre “mejores” y “peores” alumnos, y los empleadores ven difícil hacer vista gorda a esta clasificación. 
Si la empresa usa la información de haber entrado con o sin el uso de cuotas al curso en cuestión, negros y provenientes de pueblos indígenas pueden verse afectados habiendo estudiado en un colegio público o no. Un estudiante proveniente de un pueblo indígena, que asistió a un colegio privado, por más de haber obtenido el mismo nivel de educación que un alumno que ingreso sin cuotas, podría verse clasificado de peor manera. Por lo que afecta también a quienes hacen uso de cuotas para entrar a un curso por razones que no tienen que ver con el colegio, siendo clasificados como menos capacitados aun así habiendo asistido al mismo colegio y a la misma universidad. ",0,0,6.4,6.5,5.7,3.4,5.5,4.35,4.7,66.05263158
"9b2650a5063395e2b0b78fa04e90673f0918954d5071e3c73b69767b5d3f988f",10,5,10,25,10,"9","10",10,7,8,"54","79","6,3","6d1e2a69315d9a9ed0c03e0eee9ec54bee4041a9c1eaba912c8d725f737ca216","Viendo que según la b) se les exige menos a los alumnos que ingresan a través de las cuotas, obtener una carrera mediante este sistema puede ser percibido como menos meritorio en comparación con ingresar por la vía regular. Esto puede impactar la discriminación, ya que la señal de la educación superior se debilita al no medir las capacidades de manera uniforme. Como resultado, es probable que exista más discriminación en las entrevistas de trabajo, ya que los empleadores tratarán de ""corregir"" las diferencias de capacidades que el proceso de selección universitario no reflejó adecuadamente. Por lo tanto, aunque las universidades intenten equiparar a ambos grupos mediante diferentes exigencias, en última instancia, las entrevistas laborales podrían intensificar la discriminación. Esto ocurre porque a un grupo se le exigió menos que al otro, y los empleadores buscan capacidades. Es probable que utilicen criterios raciales para ajustar sus evaluaciones. Por ejemplo, si un empleador entrevista a una persona de ascendencia indígena, podría exigirle más que al resto, asumiendo que a esa persona se le pidió menos para ingresar a la misma carrera. Esto sesga la percepción de capacidad, ya que no queda claro si el título fue obtenido por méritos propios o por una exigencia menor.",100,0,6.3,6.3,6.3,4.6,5.8,6,5.6,80.15037594
"62268aeaa4365bcbcad61477b886c5376b9522a1a68501845403be766b5df509",10,10,7,27,2,"5","10",7,10,10,"44","71","5,7","solo","La política de cuotas se implementa para facilitar el acceso a la educación superior a estudiantes de grupos históricamente subrepresentados, como aquellos que provienen de escuelas públicas, comunidades afrodescendientes e indígenas. Esto busca equilibrar las oportunidades al brindar acceso a estudiantes que, de otro modo, podrían ser excluidos en un sistema basado únicamente en notas de corte. 
Al permitir que un grupo más diverso de estudiantes acceda a una educación superior de calidad, las universidades públicas contribuyen a la creación de una fuerza laboral más variada. Esto puede motivar a los empleadores a considerar habilidades y competencias que van más allá del historial escolar del candidato. 
Además, esta política puede transformar la percepción del prestigio académico. Conforme los graduados de diferentes orígenes académicos se integran al mercado laboral y demuestran sus capacidades, la noción de que solo los estudiantes de colegios prestigiosos pueden tener éxito se debilita. Así, los empleadores podrían depender menos del historial académico como criterio principal de selección. ",100,1,6.5,6.9,5.7,4.6,5.5,5.3,5.3,75.93984962
"3ef13587d011366012a495e831fc9d338307e45237451fa1ee815bf19b31aa81",10,5,7,22,5,"6","10",5,10,10,"46","68","5,5","58a4665c7a0685ef7c94d902e80d42cf07a46cebc6818ee670dd3e96574fbe96","En primer lugar, podemos destacar que a medida que más estudiantes de diferentes antecedentes acceden a las universidades públicas, el prejuicio de que solo los estudiantes de escuelas privadas y de prestigio pueden ofrecer un mejor desempeño puede comenzar a cambiar. Esto puede llevar a que los empleadores valoren más la calidad de la educación superior obtenida, en lugar de enfocarse en la escuela secundaria de origen del candidato. De esta forma, existiría una mayor competencia basada en mérito: Con una mayor diversidad de estudiantes provenientes de diferentes orígenes que acceden a la educación superior de calidad, los empleadores podrían comenzar a valorar más las habilidades y competencias adquiridas en la universidad que el origen escolar. Esto puede reducir el enfoque en la procedencia socioeconómica de los candidatos. 
En cuanto a la discriminación contra los negros y los pueblos indígenas en el proceso de contratación, podemos ver que estas medidas por parte del gobierno brasileño, por ejemplo al aumentar las cotas de acceso a la educación aumenta su visibilidad y representación en el ámbito educativo y, posteriormente, en el mercado laboral. Esta mayor visibilidad puede desafiar y reducir los estereotipos y prejuicios que llevan a la discriminación. 
También a medida que más estudiantes de estos grupos se gradúan y acceden a puestos profesionales, se crean modelos a seguir que pueden inspirar a las generaciones futuras y demostrar que las habilidades y el talento no están limitados por el origen étnico o socioeconómico. 
Y finalmente, destacar una diversidad mayor en el entorno laboral puede fomentar una cultura organizacional más inclusiva, donde se valora la diversidad de pensamiento y experiencia. Esto puede reducir la discriminación y fomentar un ambiente de trabajo más justo y equitativo. ",100,1,6.2,7,5.5,4.2,5.3,4.05,4.7,66.95488722
"8128f212ee8d9dc28f1ba1bfc8cd43e6d3ddbbd52651ff516d93efbadc112374",10,5,5,20,5,"6","5,5",5,9,9,"39,5","59,5","5,0","solo","En las partes a) y b) de esta pregunta, demostramos que existen diferencias significativas en la nota de corte promedio de los alumnos de amplia competencia y los alumnos con cuota, esta puede ser una razón de porqué suele darse mayor prioridad a los alumnos que estudiaron en escuelas particulares de prestigio.

En mi opinión, la política de cuotas implementada en Brasil tiene dos grandes efectos:
1- Permite el ingreso a la educación superior a grupos generalmente más vulnerables y por lo tanto con menor capacidad económica de asistir a un buen colegio, permitiendo que estas personas construyan un futuro mejor para ellos y sus familias.
2- El hecho de separar a alumnos con cuota y alumnos sin cuota es un acto de discriminación, ya que como pudimos comprobar en la base de datos, se puede saber nombre y apellido de alumno con cuota, por lo tanto si existe un empleador discriminador y racista en contra de los negros y los pueblos indígenas, esto “le facilitaría la tarea”, ya que los candidatos “están marcados” sobre si pertenecen a algunos de estos grupos o no, es decir, si un empleador es racista, es probable que continúe evitando contratar personas negras o indígenas, sin importar sus logros académicos. Por otra parte, se puede dar el caso de que una persona sin cuota obtenga un puntaje alto y, sin embargo, no entre a la universidad ni a la carrera deseada, ya que se le dió su puesto a un alumno con cuota, sin importar si tuvo menor puntaje, en otras palabras, este mecanismo puede llegar a ser “injusto”.

En síntesis, en mi opinión esta política de cuotas no va direccionada a cambiar el comportamiento elitista de un empleador, ya que si es racista no seguirá contratando personas negras o indígenas independiente de sus títulos y logros académicos, si no es capaz de dejar sus preferencias y opiniones de lado por el bien de la empresa implica que el empleador no es racional, es decir, no cambiará su forma de ser sin importar las políticas del país.

Esta política va direccionada a aumentar las posibilidades de desarrollo laboral para grupos generalmente marginados de la sociedad, por lo que el efecto sobre la discriminación de estos grupos es incierto ya que por un lado aumentan sus posibilidades laborales y por lo tanto la posibilidad de escalar en la pirámide social pero
también quedan marcados como miembros de estos grupos, lo cual en lugares donde abunda el racismo y la discriminación es objeto de desprecio.",63,0,6.6,6.3,5,5.5,5.9,6.1,5.9,84.66165414
"83b05a09a998f28a1be0da301957d548d678ea527788e0a7d7c55c0fc53d6b33",10,5,10,25,10,"9","10",10,10,10,"59","84","6,6","e75340eed5f1ce656e96b3547843b5aaf0c6202eceeb4e973998d6d1c7054b8a","Yo creo que el hecho de que las minorías requieran menores puntajes para entrar a
ciertas carreras en Brasil puede causar que la señal de haber tenido educación superior
en Brasil se debilite pues no es uniforme para toda la población (para ciertos grupos el
haber obtenido un titulo universitario tiene menos requerimientos) esto puede causar que
los empleadores le pongan menos valor a la carrera que obtuvieron sus posibles
empleados y empiecen a ocupar maneras mas elitistas de contratar (calidad del colegio,
dinero de la familia, conexiones, etc..) lo que paradójicamente cause lo contrario de lo que
quiere lograr la política.",0,0,6,6.1,6.6,3.3,4.8,6.1,5.1,71.65413534
"11be57637421087397a1bc0a2e2401bd8106ff05ad9b0e10438541098bdf0f9b",10,5,7,22,5,"8","10",10,10,10,"53","75","6,0","508fadea01f4ac612110608ca48769f3b6f1934a4756db6cbb860dc4e6738e01","Las políticas de cuotas incrementan el acceso de estudiantes talentosos de entornos pobres a universidades de alta calidad. Esto permite que más estudiantes de diversas procedencias ingresen a universidades prestigiosas, disminuyendo así la relevancia del colegio de procedencia como una señal de calidad. Los diplomas de universidades prestigiosas se convierten en una señal más creíble de la calidad del candidato, independientemente de su colegio de origen. Estoprovoca una cambio en la perspectiva que tienen los empleadores sobre la relevancia del colegio, ahoracomienzan a valorar más la calidad de la educación superior que el colegio de procedencia, ayudando a reducir los sesgos y las prácticas elitistas que discriminan a la gente mas pobre. El éxito académico y profesional de los estudiantes beneficiados por cuotas demuestra que el colegio de origen no es un buen indicador de habilidad, eliminando los prejuicios existentes de los empleadores elitistas como los de Chile. Tambien, las políticas de cuotas empoderan a los grupos marginados, permitiendo que más negros, mulatos e indígenas accedan a oportunidadesde educacion y trabajo de alta calidad. La visibilidad y el éxito de estos estudiantes en el mercado laboral ayudan a desafiar estereotipos y prejuicios, promoviendo una cultura más inclusiva.",100,1,6.2,6.9,6,5,4.7,6,5.5,77.89473684
"1078debd870cfbd18fb8705652d5934db43272683e7f567f0ba5fbb77cf58708",10,7,7,24,5,"4","8",7,10,10,"44","68","5,5","c6b95ec3d151f08485558ce12e6a75663f3a18ff466a1312ade5c111183f4248","Creo que la política de cuotas podría influir significativamente en la percepción de los
empleadores. Con una diversidad mayor de alumnos en términos de raza y antecedentes educativos, los empleadores podrán valorar más la educación sin hacer distinciones al contratar. Al final, todos habrán recibido la misma educación universitaria, independientemente del colegio de donde provengan, lo que hará que todos sean vistos como bien educados y con capacidades y herramientas similares para desempeñarse en el trabajo. Esto ayudará a reducir el sesgo hacia candidatos de escuelas secundarias prestigiosas.
Además, al aceptar a candidatos más diversos, se fomentará la aparición de una variedad de ideas debido a las diferencias culturales y de pensamiento. Esta diversidad será beneficiosa para las empresas, ya que permitirá enfrentar problemas desde múltiples perspectivas, integrando distintas ideas y encontrando soluciones más innovadoras y efectivas.",100,1,6.6,6.5,5.5,3.6,4.2,5.55,4.8,68.38345865
"58a4665c7a0685ef7c94d902e80d42cf07a46cebc6818ee670dd3e96574fbe96",10,5,7,22,5,"6","10",5,10,10,"46","68","5,5","3ef13587d011366012a495e831fc9d338307e45237451fa1ee815bf19b31aa81","En primer lugar, podemos destacar que a medida que más estudiantes de diferentes antecedentes acceden a las universidades públicas, el prejuicio de que solo los estudiantes de escuelas privadas y de prestigio pueden ofrecer un mejor desempeño puede comenzar a cambiar. Esto puede llevar a que los empleadores valoren más la calidad de la educación superior obtenida, en lugar de enfocarse en la escuela secundaria de origen del candidato. De esta forma, existiría una mayor competencia basada en mérito: Con una mayor diversidad de estudiantes provenientes de diferentes orígenes que acceden a la educación superior de calidad, los empleadores podrían comenzar a valorar más las habilidades y competencias adquiridas en la universidad que el origen escolar. Esto puede reducir el enfoque en la procedencia socioeconómica de los candidatos. 
En cuanto a la discriminación contra los negros y los pueblos indígenas en el proceso de contratación, podemos ver que estas medidas por parte del gobierno brasileño, por ejemplo al aumentar las cotas de acceso a la educación aumenta su visibilidad y representación en el ámbito educativo y, posteriormente, en el mercado laboral. Esta mayor visibilidad puede desafiar y reducir los estereotipos y prejuicios que llevan a la discriminación. 
También a medida que más estudiantes de estos grupos se gradúan y acceden a puestos profesionales, se crean modelos a seguir que pueden inspirar a las generaciones futuras y demostrar que las habilidades y el talento no están limitados por el origen étnico o socioeconómico. 
Y finalmente, destacar una diversidad mayor en el entorno laboral puede fomentar una cultura organizacional más inclusiva, donde se valora la diversidad de pensamiento y experiencia. Esto puede reducir la discriminación y fomentar un ambiente de trabajo más justo y equitativo. ",100,1,6.7,7,5.5,3.7,5.4,4.8,4.9,69.77443609
"904fe8eaca9084218bdf22fe2ed1262544e47e6606d5d8c6ef63718b19eb39b4",10,3,10,23,4,"4","10",7,10,10,"45","68","5,5","46960667dceaff4517f5fed304a494c357d35ac2963c8f401d2a6f8dbabb103c","Debido a la política de cuotas implementada el 2012, es más fácil que estudiantes de colegios públicos, indígenas y negros puedan estudiar en la universidad. Si relacionamos esto con el caso chileno, al momento de que los estudiantes busquen trabajo, se discriminará a los estudiantes de colegios públicos, indígenas y negros al momento de buscar trabajo. Una de las razones puede ser que al momento de entrar a la universidad, estas pidieron menos puntaje para ellos (aprox 130 pts menos), lo que, de alguna manera, facilitó su entrada. Por lo tanto, aunque las universidades hayan bajado la exigencia para sectores más vulnerables, al minuto de que ellos busquen trabajo, serán ""castigados"" pos haber tenido una menor exigencia al momento de entrar a la universidad. ",45,0,6.8,5.5,5.5,4.6,5.7,5.65,5.4,77.70676692
"f883a56de3b04b7ed0f0e02ac21ef66c6331e9d1fb6ce3a6001ae4a881ee82ea",10,5,10,25,10,"6","9",10,10,10,"55","80","6,3","f9c9ccc77d727bc227760bb56c33b281b5f8c579aae04938abb0259b3b729cd3","Este sistema afecta negativamente al comportamiento de la elasticidad de los trabajadores. Esto porque, como podemos ver en las preguntas a y b, el promedio de los alumnos de alta competencia es más alta que los con cuota. Esto puede tornarse como que los alumnos que entran por cuotas, necesitan un menor rendimiento para aprobar el examen y eso llevaría a la discriminación. Esta diferencia puede hacer que no se confíe en ellos al momento de contratación.",NA,0,6.7,5.4,6.3,3.9,4.4,4.55,4.6,64.2481203
"95497cf2f6643db9dc5e5de7015e04e77e047901833d297c5a5b90c4f85c001b",10,5,7,22,2,"3","10",10,10,8,"43","65","5,3","solo","Yo opino que el implementar estas políticas va a tener un gran impacto en las universidades brasileñas, en lo principal estas afectarán en el comportamiento de los empleadores y podrían afectar la discriminacion. Por parte de los empleadores al reducir la brecha en la calidad de la educación dentro de diversos grupos sociales la gente empezaría a valorar más los resultados y la calidad de las universidades. También la implementación de un plan de cuotas podría aumentar la diversidad y podría verse como aquellos estudiantes con estos planes superaron obstáculos para poder llegar a donde están lo que podría mejorar la percepción de estos. También la implementación de estas políticas podrán llegar cambiar la realidad en donde los estudiantes de las mejores universidades provienen de familias en una buena situación económica para así. Y junto a esto al aumentar la diversidad dentro de las universidades la relación entre gente de distintos grupos aumentara asi viéndose reflejado en una disminución en la discriminacion. ",100,1,6.9,6.5,5.3,5.2,4.4,4.6,4.9,70.37593985
"8f9da0d4c13cfecccf23779c9a0d13931c8152593c08562198e494859f14c9bc",10,5,7,22,8,"4","2",10,10,10,"44","66","5,4","solo","La discriminación en el proceso de contratación contra los grupos mencionados, podría verse afectada y disminuida gracias a las políticas de cuotas, pues su objetivo es aumentar la representación y presencia de estos grupos en las universidades, y demostrar que los grupos mencionados pueden desempeñarse en áreas de alto redimiendo académico. Lo anterior podría reducir la discriminación en el proceso de contratación, pues dejarían de ser relevantes sus orígenes, y podría competir de igual a igual con personas que tal vez tuvieran un mucho mejor y más fácil camino ""inicial"" en la vida.",0,1,6.8,6.2,5.4,2.8,3.3,5.6,4.4,62.18045113
